"","tractfips","cnt"
"2626","53061041704",1
"2627","53061041806",1
"2628","53061042006",1
"2629","53061050500",3
"2630","53061051400",1
"2631","53061051926",2
"2632","53061052208",1
"2633","53061052606",1
"2634","53061053509",1
"2635","53061053802",1
"2636","53063002500",2
"2637","53063003500",1
"2638","53063010401",1
"2639","53063011000",1
"2640","53063011702",1
"2641","53063014500",2
"2642","53065950100",1
"2643","53065950300",1
"2644","53067010100",2
"2645","53067012330",1
"2646","53071920100",1
"2647","53071920802",2
"2648","53073000501",1
"2649","53073000502",1
"2650","53073000600",1
"2651","53073010100",1
"2652","53073010404",1
"2653","53075000400",1
"2654","53077000300",1
"2655","53077001702",1
"2656","53077002001",1
"2657","54003971500",1
"2658","54019020100",1
"2659","54031970100",1
"2660","54039000900",1
"2661","54061010102",1
"2662","54061011000",1
"2663","54061011900",1
"2664","54093965200",1
"2665","54093965300",1
"2666","54107000300",1
"2667","55003950400",1
"2668","55005000300",1
"2669","55005000900",1
"2670","55009000100",1
"2671","55009000800",1
"2672","55009010300",1
"2673","55009020503",1
"2674","55009021303",1
"2675","55009021304",1
"2676","55015020500",1
"2677","55021970300",1
"2678","55021971200",1
"2679","55025000100",1
"2680","55025000300",1
"2681","55025000405",1
"2682","55025000408",1
"2683","55025001403",1
"2684","55025001705",1
"2685","55025001900",2
"2686","55025002000",1
"2687","55025002500",2
"2688","55025003100",1
"2689","55025010702",1
"2690","55025010901",1
"2691","55025011000",1
"2692","55025011401",1
"2693","55025012600",1
"2694","55025012800",1
"2695","55025013000",1
"2696","55025013700",1
"2697","55029100400",2
"2698","55031021100",1
"2699","55033970700",2
"2700","55035000803",1
"2701","55043960400",1
"2702","55043960800",1
"2703","55043960900",1
"2704","55045960200",1
"2705","55045960600",1
"2706","55049950100",1
"2707","55049950600",1
"2708","55053960500",1
"2709","55055100500",1
"2710","55059001000",2
"2711","55061960100",1
"2712","55063000200",1
"2713","55063000300",1
"2714","55063010101",1
"2715","55071000800",1
"2716","55073000100",1
"2717","55073000601",1
"2718","55073000700",1
"2719","55075960100",1
"2720","55075961200",1
"2721","55079008000",1
"2722","55079011400",1
"2723","55079014400",1
"2724","55079016500",1
"2725","55079016600",1
"2726","55079021700",1
"2727","55079060200",3
"2728","55079080200",1
"2729","55079091200",1
"2730","55079185100",1
"2731","55079186300",1
"2732","55079187400",3
"2733","55085971300",1
"2734","55085971400",1
"2735","55087010100",2
"2736","55087010700",1
"2737","55087011000",1
"2738","55087012506",1
"2739","55089640100",1
"2740","55089640200",1
"2741","55089650200",1
"2742","55097960100",1
"2743","55097960600",1
"2744","55097960701",1
"2745","55097961100",1
"2746","55105000400",1
"2747","55109120202",1
"2748","55109120501",1
"2749","55109120700",1
"2750","55109120901",1
"2751","55109120903",1
"2752","55111000100",2
"2753","55111001002",1
"2754","55113100300",2
"2755","55115100900",1
"2756","55117000500",1
"2757","55117010501",1
"2758","55123960100",1
"2759","55125950500",1
"2760","55127000400",1
"2761","55127001602",2
"2762","55131420401",1
"2763","55133202700",1
"2764","55133203702",1
"2765","55133203704",1
"2766","55133204200",1
"2767","55139000800",1
"2768","55141010600",1
"2769","56001963400",1
"2770","56001963900",1
"2771","56005000400",2
"2772","56007968000",1
"2773","56013000200",1
"2774","56019955200",1
"2775","56021000700",2
"2776","56025000200",1
"2777","56029965300",1
"2778","56033000300",1
"2779","56035000102",1
"2780","56037971100",1
"2781","56039967600",1
"2782","56039967701",1
"2783","56039967800",1
"2784","56041975400",1
"2785","56043000200",1
